Authors,Title,Year,Source,,
"K’_sling, S.",Trends in head and neck radiology,2011,European Radiology,,
"Han, H.B; Xia, Z.L; Chen, H; Hou, C; Li, W.B.",Simple diffusion delivery via brain interstitial route for the treatment of cerebral ischemia,2011,Science China Life Sciences,,
"Jeurissen, B; Leemans, A; Jones, D.K; Tournier, J.-D; Sijbers, J.",Probabilistic fiber tracking using the residual bootstrap with constrained spherical deconvolution,2011,Human Brain Mapping,,
"Ystad, M; Hodneland, E; Adolfsdottir, S; Ha’çsz, J; Lundervold, A.J; Eichele, T; Lundervold, A.",Cortico-striatal connectivity and cognition in normal aging: A combined DTI and resting state fMRI study,2011,NeuroImage,,
"Unal, O; Koparan, H.I; Avcu, S; Kalender, A.M; Kisli, E.",The diagnostic value of diffusion-weighted magnetic resonance imaging in soft tissue abscesses,2011,European Journal of Radiology,,
"Gr’_nberg, K; Grenacher, L; Klau, M.",Diffusion-weighted imaging of the pancreas | Diffusionsbildgebung des Pankreas,2011,Radiologe,,
"Tan, C.H; Wang, J; Kundra, V.",Diffusion weighted imaging in prostate cancer,2011,European Radiology,,
"Abdulqadhr, G; Molin, D; ’Ästr’_m, G; Suurk’_la, M; Johansson, L; Hagberg, H; Ahlstr’_m, H.",Whole-body diffusion-weighted imaging compared with FDG-PET/CT in staging of lymphoma patients,2011,Acta Radiologica,,
"De Bazelaire, C; De Kerviler, E.",From multislice CT to whole-body biomarker imaging in lymphoma patients,2011,European Radiology,,
"Wang, Y; Ganger, D.R; Levitsky, J; Sternick, L.A; McCarthy, R.J; Chen, Z.E; Fasanati, C.W; Bolster, B; Shah, S; Zuehlsdorff, S; Omary, R.A; Ehman, R.L; Miller, F.H.",Assessment of chronic hepatitis and fibrosis: Comparison of MR elastography and diffusion-weighted imaging,2011,American Journal of Roentgenology,,
"Balu, N; Yarnykh, V.L; Chu, B; Wang, J; Hatsukami, T; Yuan, C.",Carotid plaque assessment using fast 3D isotropic resolution black-blood MRI,2011,Magnetic Resonance in Medicine,,
"Szakszon, K; Ber’©nyi, E; Jakab, A; Bessenyei, B; Balogh, E; K’_bling, T; Szilv’çssy, J; Knegt, A.C; Ol’çh, ’_.",Blepharophimosis mental retardation syndrome Say-Barber/Biesecker/Young-Simpson type - New findings with neuroimaging,2011,"American Journal of Medical Genetics, Part A",,
"Lange, T; Zaitsev, M; Buechert, M.",Correction of frequency drifts induced by gradient heating in 1H spectra using interleaved reference spectroscopy,2011,Journal of Magnetic Resonance Imaging,,
"Anderova, M; Vorisek, I; Pivonkova, H; Benesova, J; Vargova, L; Cicanic, M; Chvatal, A; Sykova, E.",Cell death/proliferation and alterations in glial morphology contribute to changes in diffusivity in the rat hippocampus after hypoxia-ischemia,2011,Journal of Cerebral Blood Flow and Metabolism,,
"Kottiyath, V.C; Singhal, A; Chowdhury, V; Singh, S; Maller, V.G; Sharma, P.",MRI findings in kernicterus: Report of three cases,2011,Journal of Pediatric Neurology,,
"Odero Jr; A; Baldassarre, E; Montanelli, A; Poletto, G; Franciosi, E; Popovich, A; Casabianca, E; Busoni, C; Valaperta, S; Rognone, E; Giorgetti, R.L.",Brain fatty acid binding protein and carotid endarterectomy: Silent ischemia biomarker,2011,Italian Journal of Vascular and Endovascular Surgery,,
"Singhi, S; Ishman, S; Oaks, J; Huisman, T.A.G.M.",Inferior pontine segmentation abnormality in a child with sensorineural deafness: DTI analysis of fiber tracts | Anomalie de segmentation pontine inf’©rieure chez un enfant avec surdit’© neurosensorielle: Analyse DTI des faisceaux de substance blanche,2011,Journal of Neuroradiology,,
"Verma, S; Rajesh, A.",A clinically relevant approach to imaging prostate cancer: Self-assessment module,2011,American Journal of Roentgenology,,
"Shao, H.-B; Xu, K; Zhou, W; Ni, Y.-C; Dai, X; Zhang, J; Chen, F; Sun, Z.-P.",Diffusion-weighted imaging in dynamic monitoring the efficacy of tumor vascular targeting therapy,2011,Chinese Journal of Medical Imaging Technology,,
"Berry, N.C; Sosnovik, D.E.",Cardiomyocyte death: Insights from molecular and microstructural magnetic resonance imaging,2011,Pediatric Cardiology,,
"Akhlaghi, H; Corben, L; Georgiou-Karistianis, N; Bradshaw, J; Storey, E; Delatycki, M.B; Egan, G.F.",Superior cerebellar peduncle atrophy in Friedreich's ataxia correlates with disease symptoms,2011,Cerebellum,,
"Chen, M; Xing, W; Chen, J; Sheng, J; Tian, J.-M.",Evaluation on radiotherapeutic effect for metastatic cervical lymph nodes from nasopharyngeal carcinoma with MR diffusion-weighted imaging,2011,Chinese Journal of Medical Imaging Technology,,
"Ahmed, M; Sureka, J; Mathew, V; Jakkani, R.K; Abhilash, K.P.P.",Magnetic resonance imaging findings in a fatal case of Salmonella typhi-associated encephalopathy: A case report and literature review,2011,Neurology India,,
"Hauck, E.F; Natarajan, S.K; Horvathy, D.B; Hopkins, L.N; Siddiqui, A.H; Levy, E.I.",Stent-assisted basilar reconstruction for a traumatic vertebral dissection with a large basilar artery thrombosis,2011,Journal of NeuroInterventional Surgery,,
"Vulliemoz, S; Vollmar, C; Koepp, M.J; Yogarajah, M; O'Muircheartaigh, J; Carmichael, D.W; Stretton, J; Richardson, M.P; Symms, M.R; Duncan, J.S.",Connectivity of the supplementary motor area in juvenile myoclonic epilepsy and frontal lobe epilepsy,2011,Epilepsia,,
"Kozel, F.A; Johnson, K.A; Nahas, Z; Nakonezny, P.A; Morgan, P.S; Anderson, B.S; Kose, S; Li, X; Lim, K.O; Trivedi, M.H; George, M.S.",Fractional anisotropy changes after several weeks of daily left high-frequency repetitive transcranial magnetic stimulation of the prefrontal cortex to treat major depression,2011,Journal of ECT,,
"Zhou, W; Zareie, R; Tedesco, M; Gholibeikian, S; Lane, B; Hernandez-Boussard, T; Rosen, A.",Risk factors predictive of carotid artery stenting associated subclinical microemboli,2011,International Journal of Angiology,,
"Qiu, M; Darling, W.G; Morecraft, R.J; Ni, C.C; Rajendra, J; Butler, A.J.",White matter integrity is a stronger predictor of motor function than BOLD response in patients with stroke,2011,Neurorehabilitation and Neural Repair,,
"Bogoslovsky, T; Spatz, M; Chaudhry, A; Maric, D; Luby, M; Frank, J; Warach, S.",Stromal-derived factor-1Ô± correlates with circulating endothelial progenitor cells and with acute lesion volume in stroke patients,2011,Stroke,,
"Ruffins, S.W; Jacobs, R.E.",MRI in developmental biology and the construction of developmental Atlases,2011,Cold Spring Harbor Protocols,,
"Saito, T; Saito, T; Takahashi, Y; Kokunai, Y; Fujimura, H.","Encephalitis associated with positive anti-GluR antibodies showing abnormal appearance in basal ganglia, pulvinar and gray matter on MRI - Case report",2011,Clinical Neurology,,
"Inglese, M; Oesingmann, N; Casaccia, P; Fleysher, L.",Progressive multiple sclerosis and gray matter pathology: An MRI perspective,2011,Mount Sinai Journal of Medicine,,
"Takanashi, J.",[Radiological and EEG findings in acute encephalopathy syndromes in children].,2011,Nippon rinsho. Japanese journal of clinical medicine,,
"Nishiguchi, T; Mochizuki, K; Ohsawa, M; Inoue, T; Kageyama, K; Suzuki, A; Takami, T; Miki, Y.","Differentiating benign notochordal cell tumors from chordomas: Radiographic features on MRI, CT, and tomography",2011,American Journal of Roentgenology,,
"Verma, S; Rajesh, A.",A clinically relevant approach to imaging prostate cancer: Review,2011,American Journal of Roentgenology,,
"Bag, A.K; Shah, R; Chapman, P.R; Cur’©, J.K.",Imaging of petrous apex lesions: Self-assessment module,2011,American Journal of Roentgenology,,
"Kirby, M; Owrangi, A.M; Wang, J.X; Costella, S; Choy, S; Mccormack, D.G; Parraga, G.",Pulmonary magnetic resonance imaging of obstructive airways disease,2011,Minerva Pneumologica,,
"Barkhof, F; Pouwels, P.J.W; Wattjes, M.P.",The Holy Grail in diagnostic neuroradiology: 3T or 3D?,2011,European Radiology,,
"Alcauter, S; Barrios, F.A; D’_az, R; Fern’çndez-Ruiz, J.",Gray and white matter alterations in spinocerebellar ataxia type 7: An in vivo DTI and VBM study,2011,NeuroImage,,
"Renard, D; Motica, O; Ghanem, S; Campello, C; Labauge, P.",Diploic epidermoid cyst associated with focal brain pseudohypertrophy,2011,Acta Neurologica Belgica,,
"Tang, W.K; Chen, Y.K; Lu, J.Y; Chu, W.C.W; Mok, V.C.T; Ungvari, G.S; Wong, K.S.",Cerebral microbleeds and symptom severity of post-stroke depression: A magnetic resonance imaging study,2011,Journal of Affective Disorders,,
"Costelloe, C.M; Murphy Jr; W.A; Haygood, T.M; Kumar, R; McEnery, K.W; Stafford, R.J; Roy, A; Bassett Jr; R.L; Harrell, R.K; Madewell, J.E.",Comparison of half-dose and full-dose gadolinium MR contrast on the enhancement of bone and soft tissue tumors,2011,Skeletal Radiology,,
"Ye, J.-T; Wang, X.-Y; Liu, J; Jiang, Y.-Y; Guo, X.-M; Li, F.-Y; Jiang, X.-X.",DWI in differential diagnosis of low T2 signal in peripheral zone of prostatitis and prostatic carcinoma,2011,Chinese Journal of Medical Imaging Technology,,
"Takashima, Y; Mori, T; Hashimoto, M; Kinukawa, N; Uchino, A; Yuzuriha, T; Yao, H.",Clinical correlating factors and cognitive function in community-dwelling healthy subjects with cerebral microbleeds,2011,Journal of Stroke and Cerebrovascular Diseases,,
"Liu, Y; Chen, L; Yu, Y.",Diffusion kurtosis imaging based on adaptive spherical integral,2011,IEEE Signal Processing Letters,,
"van Norden, A.G.W; de Laat, K.F; Gons, R.A.R; van Uden, I.W.M; van Dijk, E.J; van Oudheusden, L.J.B; Esselink, R.A.J; Bloem, B.R; van Engelen, B.G.M; Zwarts, M.J; Tendolkar, I; Olde-Rikkert, M.G; van der Vlugt, M.J; Zwiers, M.P; Norris, D.G; de Leeuw, F.-E.",Causes and consequences of cerebral small vessel disease. The RUN DMC study: A prospective cohort study. Study rationale and protocol,2011,BMC Neurology,,
"Lu, P.H; Thompson, P.M; Leow, A; Lee, G.J; Lee, A; Yanovsky, I; Parikshak, N; Khoo, T; Wu, S; Geschwind, D; Bartzokis, G.",Apolipoprotein e genotype is associated with temporal and hippocampal atrophy rates in healthy elderly adults: A tensor-based morphometry study,2011,Journal of Alzheimer's Disease,,
"Rocca, M.A; Valsasina, P; Pagani, E; Bianchi-Marzoli, S; Milesi, J; Falini, A; Comi, G; Filippi, M.",Extra-visual functional and structural connection abnormalities in Leber's hereditary optic neuropathy,2011,PLoS ONE,,
"O'Flynn, E.A.M; deSouza, N.M.",Functional magnetic resonance: Biomarkers of response in breast cancer,2011,Breast Cancer Research,,
"Shang, Q.-L; Xiao, E.-H; Zhou, Q.-C; Wu, H.-J.",The experimental study of magnetic resonance diffusion-weighted imaging to the treatment of acute hepatic injury with allogeneic MBMCs transplantation into liver,2011,National Medical Journal of China,,
"Ishitsuka, K; Ago, T; Fukuda, K; Fukushima, Y; Gotoh, S; Yubi, T; Kamouchi, M; Kitazono, T.",A case of sle presenting stroke-like symptoms,2011,Internal Medicine,,
"Goto, H; Kumagai, T; Momozaki, N.",MRI findings of occipital seizures in non-ketotic hyperglycemia,2011,Internal Medicine,,
"Samee, A; Selvasekar, C.R.",Current trends in staging rectal cancer,2011,World Journal of Gastroenterology,,
"Kono, S; Manabe, Y; Fujii, D; Sakai, Y; Narai, H; Omori, N; Kitamoto, T; Abe, K.",Serial diffusion-weighted MRI and SPECT findings in a Creutzfeldt-Jakob disease patient with V180I mutation,2011,Journal of the Neurological Sciences,,
"Benedetti, F; Yeh, P.-H; Bellani, M; Radaelli, D; Nicoletti, M.A; Poletti, S; Falini, A; Dallaspezia, S; Colombo, C; Scotti, G; Smeraldi, E; Soares, J.C; Brambilla, P.",Disruption of white matter integrity in bipolar depression as a possible structural marker of illness,2011,Biological Psychiatry,,
"Audebert, H.J; Singer, O.C; Gotzler, B; Vatankhah, B; Boy, S; Fiehler, J; Lansberg, M.G; Albers, G.W; Kastrup, A; Rovira, A; Gass, A; Rosso, C; Derex, L; Kim, J.S; Heuschmann, P.",Postthrombolysis hemorrhage risk is affected by stroke assessment bias between hemispheres,2011,Neurology,,
"Menzler, K; Belke, M; Wehrmann, E; Krakow, K; Lengler, U; Jansen, A; Hamer, H.M; Oertel, W.H; Rosenow, F; Knake, S.","Men and women are different: Diffusion tensor imaging reveals sexual dimorphism in the microstructure of the thalamus, corpus callosum and cingulum",2011,NeuroImage,,
"Landman, B.A; Huang, A.J; Gifford, A; Vikram, D.S; Lim, I.A.L; Farrell, J.A.D; Bogovic, J.A; Hua, J; Chen, M; Jarso, S; Smith, S.A; Joel, S; Mori, S; Pekar, J.J; Barker, P.B; Prince, J.L; van Zijl, P.C.M.",Multi-parametric neuroimaging reproducibility: A 3-T resource study,2011,NeuroImage,,
"Herting, M.M; Fair, D; Nagel, B.J.",Altered fronto-cerebellar connectivity in alcohol-na’Àve youth with a family history of alcoholism,2011,NeuroImage,,
"Ikeda, K; Ito, H; Hidaka, T; Takazawa, T; Sekine, T; Yoshii, Y; Hirayama, T; Kawabe, K; Kano, O; Iwasaki, Y.",Repeated non-enhancing tumefactive lesions in a patient with a neuromyelitis optica spectrum disorder,2011,Internal Medicine,,
"Cazettes, F; Cohen, J.I; Yau, P.L; Talbot, H; Convit, A.",Obesity-mediated inflammation may damage the brain circuit that regulates food intake,2011,Brain Research,,
"Tallantyre, E.C; Dixon, J.E; Donaldson, I; Owens, T; Morgan, P.S; Morris, P.G; Evangelou, N.",Ultra-high-field imaging distinguishes MS lesions from asymptomatic white matter lesions,2011,Neurology,,
"Thieme, S.F; Dietrich, O; Maxien, D; Nikolaou, K; Schoenberg, S.O; Reiser, M; Fink, C.",Oxygen-enhanced MRI of the lungs: Intraindividual comparison between 15 and 3 tesla,2011,RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,,
"Benson, A.P; Bernus, O; Dierckx, H; Gilbert, S.H; Greenwood, J.P; Holden, A.V; Mohee, K; Plein, S; Radjenovic, A; Ries, M.E; Smith, G.L; Sourbron, S; Walton, R.D.",Construction and validation of anisotropic and orthotropic ventricular geometries for quantitative predictive cardiac electrophysiology,2011,Interface Focus,,
"Satoh, Y; Ichikawa, T; Motosugi, U; Kimura, K; Sou, H; Sano, K; Araki, T.","Diagnosis of peritoneal dissemination: Comparison of 18F-FDG PET/CT, diffusion-weighted MRI, and contrast-enhanced MDCT",2011,American Journal of Roentgenology,,
"Olivot, J.-M; Albers, G.W.",Diffusion-perfusion MRI for triaging transient ischemic attack and acute cerebrovascular syndromes,2011,Current Opinion in Neurology,,
"Nishida, K; Yuen, S; Kamoi, K; Yamada, K; Akazawa, K; Ito, H; Okihara, K; Kawauchi, A; Miki, T; Nishimura, T.",Incremental value of T2-weighted and diffusion-weighted MRI for prediction of biochemical recurrence after radical prostatectomy in clinically localized prostate cancer,2011,Acta Radiologica,,
"Chen, Y.-J; Pu, Y.-S; Chueh, S.-C; Shun, C.-T; Chu, W.-C; Tseng, W.-Y.I.",Diffusion MRI predicts transrectal ultrasound biopsy results in prostate cancer detection,2011,Journal of Magnetic Resonance Imaging,,
"Miller, K.L; Tijssen, R.H.N; Stikov, N; Okell, T.W.",Steady-state MRI: Methods for neuroimaging,2011,Imaging in Medicine,,
"Singh, P; Yadav, M.K; Singh, S.K; Lal, A; Khandelwal, N.",Case series: Diffusion weighted MRI appearance in prostatic abscess,2011,Indian Journal of Radiology and Imaging,,
"Fischer, M.A; Nanz, D; Hany, T; Reiner, C.S; Stolzmann, P; Donati, O.F; Breitenstein, S; Schneider, P; Weishaupt, D; Von Schulthess, G.K; Scheffel, H.",Diagnostic accuracy of whole-body MRI/DWI image fusion for detection of malignant tumours: A comparison with PET/CT,2011,European Radiology,,
"Letourneur, A; Roussel, S; Toutain, J; Bernaudin, M; Touzani, O.",Impact of genetic and renovascular chronic arterial hypertension on the acute spatiotemporal evolution of the ischemic penumbra: A sequential study with MRI in the rat,2011,Journal of Cerebral Blood Flow and Metabolism,,
"Zukotynski, K.A; Fahey, F.H; Kocak, M; Alavi, A; Wong, T.Z; Treves, S.T; Shulkin, B.L; Haas-Kogan, D.A; Geyer, J.R; Vajapeyam, S; Boyett, J.M; Kun, L.E; Poussaint, T.Y.",Evaluation of 18F-FDG PET and MRI associations in pediatric diffuse intrinsic brain stem glioma: A report from the pediatric brain tumor consortium,2011,Journal of Nuclear Medicine,,
"Lee, T.-H; Liu, H.-L; Yang, S.-T; Yang, J.-T; Yeh, M.-Y; Lin, J.-R.",Effects of aging and hypertension on cerebral ischemic susceptibility: Evidenced by MR diffusion-perfusion study in rat,2011,Experimental Neurology,,
"Arthurs, O.J; Gallagher, F.A.",Functional and molecular imaging with MRI: Potential applications in paediatric radiology,2011,Pediatric Radiology,,
"Kwon, H.G; Jang, S.H.",Compression of the bilateral corticospinal tracts by bilateral pontine hemorrhage. A diffusion tensor tractography study,2011,Neural Regeneration Research,,
"Pereira, F.P.A; Martins, G; Carvalhaes de Oliveira, R.D.V.",Diffusion magnetic resonance imaging of the breast,2011,Magnetic Resonance Imaging Clinics of North America,,
"Greer, D; Scripko, P; Bartscher, J; Sims, J; Camargo, E; Singhal, A; Furie, K.",Serial MRI changes in comatose cardiac arrest patients,2011,Neurocritical Care,,
"Yang, E; Nucifora, P.G; Melhem, E.R.",Diffusion MR Imaging: Basic Principles,2011,Neuroimaging Clinics of North America,,
"Cereda, M; Emami, K; Kadlecek, S; Xin, Y; Mongkolwisetwara, P; Profka, H; Barulic, A; Pickup, S; M’Çnsson, S; Wollmer, P; Ishii, M; Deutschman, C.S; Rizi, R.R.",Quantitative imaging of alveolar recruitment with hyperpolarized gas MRI during mechanical ventilation,2011,Journal of Applied Physiology,,
"Borrero, C.G; Mountz, J.M; Mountz, J.D.",Emerging MRI methods in rheumatoid arthritis,2011,Nature Reviews Rheumatology,,
