Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Chudasama, Y., Nathwani, F., Robbins, T.W.",D-Amphetamine remediates attentional performance in rats with dorsal prefrontal lesions,2005,Behavioural Brain Research,158,1,,97,107,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-12944324798&partnerID=40&md5=c6634db24225c7bb651bcea25852f0c9,Article,Scopus,2-s2.0-12944324798
"Billings, L.M., Oddo, S., Green, K.N., McGaugh, J.L., LaFerla, F.M.",Intraneuronal AÎ_ causes the onset of early Alzheimer's disease-related cognitive deficits in transgenic mice,2005,Neuron,45,5,,675,688,,544,http://www.scopus.com/inward/record.url?eid=2-s2.0-14644442872&partnerID=40&md5=8ef1915ba2757c648403eb29462bd25e,Article,Scopus,2-s2.0-14644442872
"Burke, S.N., Chawla, M.K., Penner, M.R., Crowell, B.E., Worley, P.F., Barnes, C.A., McNaughton, B.L.",Differential encoding of behavior and spatial context in deep and superficial layers of the neocortex,2005,Neuron,45,5,,667,674,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-14644444130&partnerID=40&md5=d34803c028887ed3068a7e4371848063,Article,Scopus,2-s2.0-14644444130
"Gibbs, M.E., Johnston, G.A.R.",Opposing roles for GABAA and GABAC receptors in short-term memory formation in young chicks,2005,Neuroscience,131,3,,567,576,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-12844258466&partnerID=40&md5=847554ddbd3c86593ef818468542b2e7,Article,Scopus,2-s2.0-12844258466
"Greenberg, D.L., Rice, H.J., Cooper, J.J., Cabeza, R., Rubin, D.C., LaBar, K.S.","Co-activation of the amygdala, hippocampus and inferior frontal gyrus during autobiographical memory retrieval",2005,Neuropsychologia,43,5,,659,674,,112,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844316833&partnerID=40&md5=f724bc73b47d4565f40d5a9f5e08d046,Article,Scopus,2-s2.0-13844316833
"Brown, E.S., Stuard, G., Liggin, J.D.M., Hukovic, N., Frol, A., Dhanani, N., Khan, D.A., Jeffress, J., Larkin, G.L., McEwen, B.S., Rosenblatt, R., Mageto, Y., Hanczyc, M., Cullum, C.M.",Effect of phenytoin on mood and declarative memory during prescription corticosteroid therapy,2005,Biological Psychiatry,57,5,,543,548,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-20044375360&partnerID=40&md5=27925a005fb2d495b055f271c035023d,Article,Scopus,2-s2.0-20044375360
"Barros, D.M., Ramirez, M.R., Izquierdo, I.","Modulation of working, short- and long-term memory by nicotinic receptors in the basolateral amygdala in rats",2005,Neurobiology of Learning and Memory,83,2,,113,118,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844296635&partnerID=40&md5=7ca3bfeb40d0f8bae7303302b7bd7694,Article,Scopus,2-s2.0-13844296635
"Tang, A.C., Nakazawa, M., Romeo, R.D., Reeb, B.C., Sisti, H., McEwen, B.S.",Effects of long-term estrogen replacement on social investigation and social memory in ovariectomized C57BL/6 mice,2005,Hormones and Behavior,47,3,,350,357,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-13544275028&partnerID=40&md5=823307efb78fa8ba202d6560caf430a2,Article,Scopus,2-s2.0-13544275028
"Valera, E.M., Faraone, S.V., Biederman, J., Poldrack, R.A., Seidman, L.J.",Functional neuroanatomy of working memory in adults with attention-deficit/hyperactivity disorder,2005,Biological Psychiatry,57,5,,439,447,,117,http://www.scopus.com/inward/record.url?eid=2-s2.0-14644430969&partnerID=40&md5=ea7d312876050636db448af49a421044,Article,Scopus,2-s2.0-14644430969
"Winocur, G., Moscovitch, M., Fogel, S., Rosenbaum, R.S., Sekeres, M.",Preserved spatial memory after hippocampal lesions: Effects of extensive experience in a complex environment,2005,Nature Neuroscience,8,3,,273,275,,68,http://www.scopus.com/inward/record.url?eid=2-s2.0-14544274552&partnerID=40&md5=e4059e18b071e2eff7f9220bf012dc9f,Article,Scopus,2-s2.0-14544274552
"Goekoop, R., Duschek, E.J.J., Knol, D.L., Barkhof, F., Netelenbos, C., Scheltens, Ph., Rombouts, S.A.R.B.",Raloxifene exposure enhances brain activation during memory performance in healthy elderly males; Its possible relevance to behavior,2005,NeuroImage,25,1,,63,75,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-14244264343&partnerID=40&md5=4b7cbb84a503f00b824079762a84ee1f,Article,Scopus,2-s2.0-14244264343
"Kuhlmann, S., Kirschbaum, C., Wolf, O.T.",Effects of oral cortisol treatment in healthy young women on memory retrieval of negative and neutral words,2005,Neurobiology of Learning and Memory,83,2,,158,162,,117,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844272192&partnerID=40&md5=d92a0240ca75111f78373eb4c57ce584,Article,Scopus,2-s2.0-13844272192
"Rosenbaum, R.S., Gao, F., Richards, B., Black, S.E., Moscovitch, M.","""Where to?"" Remote memory for spatial relations and landmark identity in former taxi drivers with Alzheimer's disease and encephalitis",2005,Journal of Cognitive Neuroscience,17,3,,446,462,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944344766&partnerID=40&md5=5f205295186f96c514f60f7476a6d7ff,Article,Scopus,2-s2.0-14944344766
"Conroy, M.A., Hopkins, R.O., Squire, L.R.",On the contribution of perceptual fluency and priming to recognition memory,2005,"Cognitive, Affective and Behavioral Neuroscience",5,1,,14,20,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244504660&partnerID=40&md5=4d171af25842d1b3664d1bf7ef98f803,Article,Scopus,2-s2.0-21244504660
"Narayanan, N.S., Prabhakaran, V., Bunge, S.A., Christoff, K., Fine, E.M., Gabrieli, J.D.E.",The role of the prefrontal cortex in the maintenance of verbal working memory: An event-related fMRI analysis,2005,Neuropsychology,19,2,,223,232,,79,http://www.scopus.com/inward/record.url?eid=2-s2.0-15044338919&partnerID=40&md5=163ed636e89df2f3baf2b61dd36b29c0,Article,Scopus,2-s2.0-15044338919
"Springer, M.V., McIntosh, A.R., Winocur, G., Grady, C.L.",The relation between brain activity during memory tasks and years of education in young and older adults,2005,Neuropsychology,19,2,,181,192,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-15044349247&partnerID=40&md5=0067bb9460635677c82e8a13cc9e15b9,Article,Scopus,2-s2.0-15044349247
"Zarahn, E., Rakitin, B., Abela, D., Flynn, J., Stern, Y.",Positive evidence against human hippocampal involvement in working memory maintenance of familiar stimuli,2005,Cerebral Cortex,15,3,,303,316,,63,http://www.scopus.com/inward/record.url?eid=2-s2.0-13944253619&partnerID=40&md5=adf32455855104af754b0f8f97c7fad5,Article,Scopus,2-s2.0-13944253619
"SchrÃ¶der, N., De Lima, M.N.M., Quevedo, J., Dal Pizzol, F., Roesler, R.",Impairing effects of chronic haloperidol and clozapine treatment on recognition memory: Possible relation to oxidative stress [4],2005,Schizophrenia Research,73,3-Feb,,377,378,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-11844271434&partnerID=40&md5=ee0365bbf89f25284ef90a30edcf18fa,Letter,Scopus,2-s2.0-11844271434
"Budson, A.E., Daffner, K.R., Dodson, C.S., Schacter, D.L.",Metacognition and false recognition in Alzheimer's disease: Further exploration of the distinctiveness heuristic,2005,Neuropsychology,19,2,,253,258,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-15044362810&partnerID=40&md5=5da1e1cb4e80882cfe522e5bde6f0a3c,Article,Scopus,2-s2.0-15044362810
"Gazzaley, A., Cooney, J.W., McEvoy, K., Knight, R.T., D'Esposito, M.",Top-down enhancement and suppression of the magnitude and speed of neural activity,2005,Journal of Cognitive Neuroscience,17,3,,507,517,,209,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944345815&partnerID=40&md5=d33e5ba822cbd79034e90dd1692dc8f0,Article,Scopus,2-s2.0-14944345815
"Mosch, S.C., Max, J.E., Tranel, D.",A matched lesion analysis of childhood versus adult-onset brain injury due to unilateral stroke: Another perspective on neural plasticity and recovery of social functioning,2005,Cognitive and Behavioral Neurology,18,1,,5,17,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-15044355085&partnerID=40&md5=4832b887eb9096458e2b2144163769b9,Review,Scopus,2-s2.0-15044355085
"Anderson, K.E., Lynch, K., Zarahn, E., Scarmeas, N., Van Heertum, R., Sackeim, H., Moeller, J.R., Stern, Y.",H2 15O PET study of impairment of nonverbal recognition with normal aging,2005,Journal of Neuropsychiatry and Clinical Neurosciences,17,2,,192,200,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-20544433948&partnerID=40&md5=06a5d1dd66cd97db6078c750ca0910c5,Article,Scopus,2-s2.0-20544433948
"Stam, C.J., Montez, T., Jones, B.F., Rombouts, S.A.R.B., Van Der Made, Y., Pijnenburg, Y.A.L., Scheltens, Ph.",Disturbed fluctuations of resting state EEG synchronization in Alzheimer's disease,2005,Clinical Neurophysiology,116,3,,708,715,,89,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844280982&partnerID=40&md5=00feb902303f1c56706d8ea08a9bbf95,Article,Scopus,2-s2.0-13844280982
"Reilly, J., Martin, N., Grossman, M.",Verbal learning in semantic dementia: Is repetition priming a useful strategy?,2005,Aphasiology,19,5-Mar,,329,339,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-19144373543&partnerID=40&md5=d42b43730dade486526d84707429ff22,Article,Scopus,2-s2.0-19144373543
"Cassel, J.-C., Schweizer, T., Lazaris, A., KnÃ¶rle, R., Birthelmer, A., GÃ¶dtel-Armbrust, U., FÃ¶rstermann, U., Jackisch, R.","Cognitive deficits in aged rats correlate with levels of L-arginine, not with nNOS expression or 3,4-DAP-evoked transmitter release in the frontoparietal cortex",2005,European Neuropsychopharmacology,15,2,,163,175,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-13244295457&partnerID=40&md5=943075bb12cec22e08381eac676ddd54,Article,Scopus,2-s2.0-13244295457
"Martin, S.J., De Hoz, L., Morris, R.G.M.","Retrograde amnesia: Neither partial nor complete hippocampal lesions in rats result in preferential sparing of remote spatial memory, even after reminding",2005,Neuropsychologia,43,4,,609,624,,87,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844275885&partnerID=40&md5=e8863f92477d7e0e2bba0f29bb9c5fcd,Article,Scopus,2-s2.0-13844275885
"Garoff, R.J., Slotnick, S.D., Schacter, D.L.",The neural origins of specific and general memory: The role of the fusiform cortex,2005,Neuropsychologia,43,6,,847,859,,77,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844272352&partnerID=40&md5=c03c4d15486a012ded2f1c3b0445bbd0,Article,Scopus,2-s2.0-13844272352
"Lewis, S.J.G., Slabosz, A., Robbins, T.W., Barker, R.A., Owen, A.M.",Dopaminergic basis for deficits in working memory but not attentional set-shifting in Parkinson's disease,2005,Neuropsychologia,43,6,,823,832,,139,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844275931&partnerID=40&md5=caacf8aee2595059f479ee34993800aa,Article,Scopus,2-s2.0-13844275931
"Budson, A.E., Dodson, C.S., Vatner, J.M., Daffner, K.R., Black, P.M., Schacter, D.L.",Metacognition and false recognition in patients with frontal lobe lesions: The distinctiveness heuristic,2005,Neuropsychologia,43,6,,860,871,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844281473&partnerID=40&md5=c5ce92e681e84e9d4d350110039601cd,Article,Scopus,2-s2.0-13844281473
"Gooding, P.A., Isaac, C.L., Mayes, A.R.",Prose recall and amnesia: More implications for the episodic buffer,2005,Neuropsychologia,43,4,,583,587,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844296784&partnerID=40&md5=372865aa9876c71e257c7a40387fa1dd,Article,Scopus,2-s2.0-13844296784
"Barrett, A.M., Eslinger, P.J., Ballentine, N.H., Heilman, K.M.",Unawareness of cognitive deficit (cognitive anosognosia) in probable AD and control subjects,2005,Neurology,64,4,,693,699,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844320569&partnerID=40&md5=0c907db7d5ccc6f516fbeef74b5e395d,Article,Scopus,2-s2.0-13844320569
"Miyamoto, Y., Chen, L., Sato, M., Sokabe, M., Nabeshima, T., Pawson, T., Sakai, R., Mori, N.",Hippocampal synaptic modulation by the phosphotyrosine adapter protein ShcC/N-Shc via interaction with the NMDA receptor,2005,Journal of Neuroscience,25,7,,1826,1835,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-14044273751&partnerID=40&md5=bb3f017202e6ff19b42a1b756552af0a,Article,Scopus,2-s2.0-14044273751
"RamÃ_rez-Amaya, V., Vazdarjanova, A., Mikhael, D., Rosi, S., Worley, P.F., Barnes, C.A.","Spatial exploration-induced Arc mRNA and protein expression: Evidence for selective, network-specific reactivation",2005,Journal of Neuroscience,25,7,,1761,1768,,145,http://www.scopus.com/inward/record.url?eid=2-s2.0-14044265166&partnerID=40&md5=e77ccb244444333712cde4d4fc829b42,Article,Scopus,2-s2.0-14044265166
"Maril, A., Simons, J.S., Weaver, J.J., Schacter, D.L.",Graded recall success: An event-related fMRI comparison of tip of the tongue and feeling of knowing,2005,NeuroImage,24,4,,1130,1138,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-12844276061&partnerID=40&md5=b2a7241a52869b17568e3f4e060b09e2,Article,Scopus,2-s2.0-12844276061
"Canal, C.E., McNay, E.C., Gold, P.E.",Increases in extracellular fluid glucose levels in the rat hippocampus following an anesthetic dose of pentobarbital or ketamine-xylazine: An in vivo microdialysis study,2005,Physiology and Behavior,84,2,,245,250,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-13544265308&partnerID=40&md5=190584b43cdd57a18377244a99b94301,Article,Scopus,2-s2.0-13544265308
"Frisch, C., Souza-Silva, M.A.D., SÃ¶hl, G., GÃ_ldenagel, M., Willecke, K., Huston, J.P., Dere, E.",Stimulus complexity dependent memory impairment and changes in motor performance after deletion of the neuronal gap junction protein connexin36 in mice,2005,Behavioural Brain Research,157,1,,177,185,,53,http://www.scopus.com/inward/record.url?eid=2-s2.0-11144249412&partnerID=40&md5=4bab29d61efa5afa692134eb5755a568,Article,Scopus,2-s2.0-11144249412
"Gibbs, M.E., Summers, R.J.","Contrasting roles for Î_1, Î_2 and Î_3-adrenoceptors in memory formation in the chick",2005,Neuroscience,131,1,,31,42,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-12844275941&partnerID=40&md5=b6322d32bdfe3ccc248cb93d80c469af,Article,Scopus,2-s2.0-12844275941
"Bower, M.R., Euston, D.R., McNaughton, B.L.",Sequential-context-dependent hippocampal activity is not necessary to learn sequences with repeated elements,2005,Journal of Neuroscience,25,6,,1313,1323,,68,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844299844&partnerID=40&md5=88edc5f595a37552c4281fc92186eee5,Article,Scopus,2-s2.0-13844299844
"Prince, S.E., Daselaar, S.M., Cabeza, R.",Neural correlates of relational memory: Successful encoding and retrieval of semantic and perceptual associations,2005,Journal of Neuroscience,25,5,,1203,1210,,181,http://www.scopus.com/inward/record.url?eid=2-s2.0-13944282897&partnerID=40&md5=5a3853f802d70e4b3f86b3dc4fb7e935,Article,Scopus,2-s2.0-13944282897
"Guo, C., Voss, J.L., Paller, K.A.","Electrophysiological correlates of forming memories for faces, names, and face-name associations",2005,Cognitive Brain Research,22,2,,153,164,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-11844251972&partnerID=40&md5=1eedfce1795f06e95a6a7fa6c6d85771,Article,Scopus,2-s2.0-11844251972
"Walz, R., Roesler, R., Reinke, A., Martins, M.R., Quevedo, J., Izquierdo, I.",Short- and long-term memory are differentialy modulated by hippocampal nerve growth factor and fibroblast growth factor,2005,Neurochemical Research,30,2,,185,190,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-17644361963&partnerID=40&md5=77932b03d6dbebe30b50239a1d3bccfc,Article,Scopus,2-s2.0-17644361963
"Deco, G., Rolls, E.T.",Sequential memory: A putative neural and synaptic dynamical mechanism,2005,Journal of Cognitive Neuroscience,17,2,,294,307,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-13344284027&partnerID=40&md5=ac50c678d14e53e879670e76d8896b73,Article,Scopus,2-s2.0-13344284027
"Levenson, J.M., Sweatt, J.D.",Epigenetic mechanisms in memory formation,2005,Nature Reviews Neuroscience,6,2,,108,118,,342,http://www.scopus.com/inward/record.url?eid=2-s2.0-13244276460&partnerID=40&md5=976f557ab35e751f327e6f26a1ea03e2,Review,Scopus,2-s2.0-13244276460
"Ikeda, A., Miyamoyo, S., Tomimoto, H., Mikuni, N., Fukuyama, H., Hashimoto, N., Gleissner, U., Helmstaedter, C., Schramm, J., Elger, C.E.",Effects of trans-sylvian approach to basal forebrain projection fibers: Verbal memory decline after selective amygdalohippocampectomy [3] (multiple letters),2005,Epilepsia,46,2,,334,335,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-19944431355&partnerID=40&md5=cd4843f148db4465b950896748f267cc,Letter,Scopus,2-s2.0-19944431355
"Nessler, D., Mecklinger, A., Penney, T.B.","Perceptual fluency, semantic familiarity and recognition-related familiarity: An electrophysiological exploration",2005,Cognitive Brain Research,22,2,,265,288,,56,http://www.scopus.com/inward/record.url?eid=2-s2.0-11844253152&partnerID=40&md5=fb6dd649be60509d5680ce1b0a5833c2,Article,Scopus,2-s2.0-11844253152
"Adlam, A.-L.R., Vargha-Khadem, F., Mishkin, M., De Haan, M.",Deferred imitation of action sequences in developmental amnesia,2005,Journal of Cognitive Neuroscience,17,2,,240,248,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-13244273620&partnerID=40&md5=67a1d84827dd5ba822cbff381e4e249a,Article,Scopus,2-s2.0-13244273620
"Schultes, B., Kern, W., Oltmanns, K., Peters, A., Gais, S., Fehm, H.L., Born, J.",Differential adaptation of neurocognitive brain functions to recurrent hypoglycemia in healthy men,2005,Psychoneuroendocrinology,30,2,,149,161,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-4744353971&partnerID=40&md5=6f5edd8e894add6cfe2554bbb301057b,Article,Scopus,2-s2.0-4744353971
"Hasselmo, M.E.",The role of hippocampal regions CA3 and CA1 in matching entorhinal input with retrieval of associations between objects and context: Theoretical comment on Lee et al. (2005),2005,Behavioral Neuroscience,119,1,,342,345,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-14044258723&partnerID=40&md5=6ee14801af9cf2e019a328ffa42c5ed5,Review,Scopus,2-s2.0-14044258723
"ChÃ©telat, G., Eustache, F., Viader, F., De la Sayette, V., PÃ©lerin, A., MÃ©zenge, F., Hannequin, D., Dupuy, B., Baron, J.-C., Desgranges, B.",FDG-PET measurement is more accurate than neuropsychological assessments to predict global cognitive deterioration in patients with mild cognitive impairment,2005,Neurocase,11,1,,14,25,,91,http://www.scopus.com/inward/record.url?eid=2-s2.0-20144379890&partnerID=40&md5=bbbe002a5929df1440e446f6f7a75766,Article,Scopus,2-s2.0-20144379890
"Schoonenboom, S.N.M., Visser, P.J., Mulder, C., Lindeboom, J., Van Elk, E.J., Van Kamp, G.J., Scheltens, P.H.",Biomarker profiles and their relation to clinical variables in mild cognitive impairment,2005,Neurocase,11,1,,8,13,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944385583&partnerID=40&md5=05941a6e98ac6ddcf9e0d164e815723a,Article,Scopus,2-s2.0-14944385583
